Date,Forecast Regime,Benchmark Return,Dynamic Return,Risk Free,Benchmark Turnover,Dynamic Turnover,Growth Forecast,Inflation Forecast,Benchmark Stocks,Benchmark Bonds,Benchmark Commodities,Dynamic Stocks,Dynamic Bonds,Dynamic Commodities
2006-01-31,HU,0.010814540352639207,0.012298031979784923,0.003533333333333333,0.0,0.0,1.9451343354927881,2.95636987518413,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.38987988138183594,0.2904579861534566,0.3196621324646786
2006-02-28,HU,-0.0016387013408887246,-0.0011017202744820864,0.0036916666666666664,0.005195521672581804,0.005105191371481216,1.8725564740817304,2.9468550154269164,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3975195588804113,0.2892884760451977,0.3131919650743595
2006-03-31,HU,0.0018897533406839798,0.003340127918595648,0.0037583333333333336,0.0045332175320138,0.004584817692950993,2.2296813880920485,3.0472658859080717,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.399222437779625,0.2953445901366663,0.30543297208367265
2006-04-30,HU,0.009955005905854478,0.011333724665248311,0.003833333333333333,0.004820283698622252,0.028007218924552824,2.2990133171775553,2.9800171950533545,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.38888551790567405,0.27793850607785975,0.3331759760164402
2006-05-31,HU,0.002913742619061669,0.0030303472608356166,0.003933333333333333,0.004597291870428566,0.0043801574176855484,2.171869852926857,2.921050204613386,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.39054864065799677,0.2713637518877828,0.3380876074541947
2006-06-30,SF,-0.013639606947820593,-0.008174460679512422,0.003991666666666667,0.0020659464576674724,0.17860173668320167,2.0006939627538003,2.9381645075485276,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2109274859355384,0.40703131594996134,0.3820411981144902
2006-07-31,SF,0.011559251287440224,0.010775062770688279,0.004125,0.01008331645750285,0.016157385642241923,1.5458667727686726,3.056254149311663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20794326132047336,0.3945358824827557,0.3975208561967635
2006-08-31,SF,0.016011624197361123,0.01480730224048528,0.0041333333333333335,0.0024203303169346435,0.0029594690414875974,1.6738018879776226,3.1341300527424387,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21054347164915257,0.3974753677109448,0.3919811606398943
2006-09-30,SF,0.0023102192422223733,0.0009613148291830203,0.004008333333333333,0.0030894987657177075,0.0035431236575786673,1.5161697543498212,3.1166343642089904,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21381128427394222,0.4009228828232308,0.3852658329028175
2006-10-31,SF,0.006968011827832935,0.003214148883546944,0.0041,0.005720130114844624,0.00653892589293921,1.5445278669714055,2.998360792916256,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21793447331816312,0.40943965353483175,0.37262587314699297
2006-11-30,SG,0.01772612816992474,0.01698996255555567,0.004116666666666667,0.008710984858711773,0.3642443672930977,1.466497575322819,2.781099726506166,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2810388320132136,0.7189596095041666,1.5584826197393845e-06
2006-12-31,SG,0.0075983508566346315,0.0007809467676889929,0.0040416666666666665,0.0021258821341245127,0.001552153344291052,1.4856225925365085,2.5822423792927385,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2814837771751183,0.7185144783505882,1.7444742934387637e-06
2007-01-31,SG,-0.00146985067548048,0.0016575743235431502,0.00415,0.005988937277348699,0.000752950594362042,1.3288612308500758,2.61122266685197,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2892455222820661,0.7107522100708079,2.2676471258709013e-06
2007-02-28,SG,0.02038904858595487,0.021320205753254873,0.004191666666666667,0.0027346812642073115,0.0024514503342586403,1.481046394422884,2.667991552380185,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.29264015161152335,0.7073575655332677,2.28285520905532e-06
2007-03-31,SG,-0.004820184251621068,-0.010678393450299094,0.004116666666666667,0.0011140803647534947,0.0012815235370922215,1.5017411833566516,2.5177256083435946,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.29463175237670014,0.7053656749011398,2.5727221602265947e-06
2007-04-30,SG,0.02228891288445655,0.018994497443694056,0.004058333333333333,0.006634711814719058,0.0018478432785164949,1.2664236368909567,2.644597533863606,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2923395913093783,0.7076561852339848,4.223456637038668e-06
2007-05-31,SG,0.010010748842114102,0.001722603425100115,0.003941666666666667,0.008078287612459073,0.0004389017383151673,1.3677832864629864,2.6396142649898064,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.29995354038827887,0.7000414848162143,4.974795506903332e-06
2007-06-30,SG,0.0017913292916051917,-0.0011447882211291385,0.003841666666666667,0.006570986235005932,0.005501284344548333,1.2171389451623893,2.655855692195189,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.30257420904229737,0.6974171139759743,8.676981728480357e-06
2007-07-31,SG,0.0064968375720964025,0.004780581633004635,0.004016666666666667,0.002195388396528386,0.0003343546267071349,1.3098367716620514,2.6328596386580516,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.30546263029106496,0.6945259985623987,1.1371146536400115e-05
