Date,EW,EW+Regime,MinVar,MinVar+Regime,MV,MV+Regime
2007-01-03,-0.0029855227685598473,0.0005932137073208893,-0.00028805456484925574,0.00020807806699551243,0.0020011290138223312,0.000686026563947957
2007-01-04,-0.0030950869797498853,-0.00037053341997642856,0.0021255649647517376,0.0018032698879424053,-0.0008239505188427621,-3.7199011081324125e-05
2007-01-05,-0.010563227673501766,-0.01156452033294796,-0.0019298701296824802,-0.001742290810603076,-0.013321189221929495,-0.012990053222622078
2007-01-08,0.0013343493074038587,0.002999418633873958,0.0005990149590446045,0.0005560294059455668,0.0012491666333747805,0.0026896130976507182
2007-01-09,0.0005515165255150166,5.8373247361395274e-05,3.210534897167951e-05,2.6245247445386738e-05,0.004431680984936495,0.002560513062714742
2007-01-10,-0.000573959457369453,-0.002151300017756719,-0.0005561562611551227,-0.0003084069289298801,0.002889706769492858,0.0008385601925801321
2007-01-11,0.0024810192247477904,0.00537779420606818,-0.0009799190575504376,-0.0007121079427613198,0.007430471818140591,0.006880322849956608
2007-01-12,0.007965538982354466,0.009424567187252078,0.00018929390699007651,8.703563630027662e-05,0.005215672649385079,0.008172702097380174
2007-01-16,-0.0015242940936385247,-0.0015941806070493224,0.0003586980804131576,0.0004594480388185353,0.005413783919762216,0.0015362457947040763
2007-01-17,0.0005431615101599947,0.00048361619969071977,9.578753894316728e-05,0.0002859580170796828,0.000298462879910802,0.00031205981096115365
2007-01-18,-0.003898710480435479,-0.0033950102870162553,0.0006161569012386424,0.0005601547535595233,-0.0018713817951256607,-0.002965491704066339
2007-01-19,0.007009135728227716,0.0070568510387393766,0.0003265624154857655,0.00016941976985819098,0.008073623569863147,0.007633025038049037
2007-01-22,-0.002109739874703432,-0.004059812090842778,0.0005906537757282913,0.0006058253302768179,-0.004383910477918704,-0.004935940811724814
2007-01-23,0.0074738470768352435,0.005886143546431874,-0.0006831415720618098,-0.0006518818326930758,0.0052421839273123685,0.005654010714572787
2007-01-24,0.005493192648467508,0.007244153686552063,0.0015537489346111523,0.0013930641578276163,0.007774205529633386,0.008383923567181284
2007-01-25,-0.008686888424394593,-0.014097813282274229,-0.002566074805143998,-0.0019298817680401125,-0.0033568141086662544,-0.01005719319901358
2007-01-26,0.001985962296191234,0.0004978793562597833,-0.0006734051089533167,-0.0007580085115891364,0.0016345689243273836,0.0010545700666187013
2007-01-29,-0.002345077506286217,0.0002633056881905201,-0.0009014776674689433,-0.0007003937002065472,0.001096853074667373,0.000864641344818281
